epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,5510.57,1.33442,0.70003,0.9852,0.92551,0.88223,0.93815,0.59686,1.21226,0.56969,0.94529,0.00082081,0.00082081,0.00082081
183,5540.85,1.34034,0.70328,0.97938,0.92645,0.88402,0.93953,0.59704,1.21419,0.56813,0.94225,0.00081982,0.00081982,0.00081982
184,5572.1,1.34127,0.70836,0.98107,0.92734,0.87605,0.93577,0.60322,1.18777,0.56431,0.94263,0.00081883,0.00081883,0.00081883
185,5602.31,1.35495,0.70671,0.98538,0.92532,0.88052,0.93679,0.5975,1.19958,0.5711,0.94169,0.00081784,0.00081784,0.00081784
186,5632.41,1.34116,0.69856,0.97584,0.92487,0.89122,0.94144,0.60786,1.18309,0.55586,0.9395,0.00081685,0.00081685,0.00081685
187,5662.7,1.33981,0.70035,0.98275,0.92628,0.88795,0.94108,0.61406,1.1685,0.55518,0.93645,0.00081586,0.00081586,0.00081586
188,5692.93,1.33125,0.69173,0.98068,0.92715,0.88014,0.93934,0.61804,1.14838,0.55188,0.93268,0.00081487,0.00081487,0.00081487
189,5723.15,1.32966,0.6876,0.97779,0.92995,0.88776,0.94389,0.60039,1.21712,0.56411,0.94345,0.00081388,0.00081388,0.00081388
190,5753.23,1.32598,0.69494,0.9728,0.93071,0.89212,0.94289,0.60208,1.21126,0.55994,0.94254,0.00081289,0.00081289,0.00081289
191,5783.33,1.31327,0.68784,0.97669,0.92984,0.89313,0.9407,0.61292,1.18013,0.5452,0.9366,0.0008119,0.0008119,0.0008119
192,5813.45,1.30791,0.68911,0.97372,0.9153,0.87716,0.92915,0.54157,1.38996,0.62226,0.98124,0.00081091,0.00081091,0.00081091
193,5843.5,1.32384,0.68883,0.98181,0.92602,0.88895,0.94013,0.59444,1.22327,0.55933,0.94673,0.00080992,0.00080992,0.00080992
194,5873.58,1.32988,0.69272,0.97989,0.92573,0.89085,0.94205,0.59866,1.21818,0.55831,0.94454,0.00080893,0.00080893,0.00080893
195,5903.66,1.30401,0.67652,0.96992,0.9301,0.88514,0.94096,0.60109,1.2109,0.55537,0.94026,0.00080794,0.00080794,0.00080794
196,5933.72,1.32436,0.68347,0.97451,0.92963,0.8861,0.94026,0.62126,1.13957,0.53734,0.92887,0.00080695,0.00080695,0.00080695
197,5963.99,1.29701,0.67877,0.96997,0.93097,0.88748,0.94367,0.62558,1.13499,0.53786,0.92719,0.00080596,0.00080596,0.00080596
198,5994.29,1.30689,0.67691,0.97684,0.92836,0.89157,0.94223,0.60443,1.20809,0.54518,0.93885,0.00080497,0.00080497,0.00080497
199,6024.41,1.30844,0.68562,0.97472,0.92608,0.88522,0.93991,0.59937,1.21779,0.55748,0.94188,0.00080398,0.00080398,0.00080398
200,6054.47,1.31289,0.68507,0.97048,0.93264,0.88714,0.94247,0.62117,1.15368,0.54381,0.92993,0.00080299,0.00080299,0.00080299
201,6084.53,1.29926,0.67636,0.96786,0.92853,0.8945,0.94375,0.62404,1.15039,0.53729,0.93076,0.000802,0.000802,0.000802
202,6114.6,1.31704,0.68362,0.9766,0.93157,0.89309,0.94539,0.61548,1.17171,0.53894,0.93388,0.00080101,0.00080101,0.00080101
203,6144.66,1.28451,0.66915,0.9654,0.92925,0.89742,0.94647,0.62541,1.13612,0.53245,0.92465,0.00080002,0.00080002,0.00080002
204,6174.93,1.30499,0.68749,0.96577,0.92804,0.89748,0.94527,0.6124,1.1825,0.53816,0.93147,0.00079903,0.00079903,0.00079903
205,6204.97,1.30086,0.66768,0.97376,0.93254,0.89599,0.9468,0.62063,1.1507,0.52955,0.92639,0.00079804,0.00079804,0.00079804
206,6235.06,1.30437,0.67072,0.97216,0.93895,0.89416,0.94691,0.62753,1.12778,0.53086,0.92586,0.00079705,0.00079705,0.00079705
207,6265.31,1.29184,0.67595,0.97128,0.93264,0.89476,0.94625,0.62464,1.14519,0.53333,0.92655,0.00079606,0.00079606,0.00079606
208,6295.39,1.2819,0.66619,0.96291,0.93476,0.89572,0.94765,0.62636,1.14483,0.52927,0.92694,0.00079507,0.00079507,0.00079507
209,6325.45,1.29162,0.66537,0.97316,0.93528,0.89481,0.94783,0.63702,1.12146,0.5175,0.92143,0.00079408,0.00079408,0.00079408
210,6355.71,1.26816,0.65826,0.96387,0.92591,0.8984,0.9472,0.61157,1.19094,0.53506,0.93451,0.00079309,0.00079309,0.00079309
211,6385.81,1.28322,0.6629,0.96513,0.9351,0.89417,0.94793,0.62483,1.15081,0.52499,0.92727,0.0007921,0.0007921,0.0007921
212,6415.86,1.28304,0.6633,0.96477,0.93842,0.89528,0.94701,0.62252,1.15257,0.53085,0.92445,0.00079111,0.00079111,0.00079111
213,6445.95,1.27955,0.65009,0.96589,0.93192,0.90283,0.94881,0.635,1.11934,0.51951,0.91997,0.00079012,0.00079012,0.00079012
214,6476.05,1.30031,0.67098,0.96852,0.94068,0.89429,0.95012,0.6333,1.12509,0.52277,0.92066,0.00078913,0.00078913,0.00078913
215,6506.13,1.30847,0.67233,0.96919,0.93978,0.8981,0.95101,0.63577,1.12801,0.52525,0.92056,0.00078814,0.00078814,0.00078814
216,6536.17,1.29768,0.65882,0.96565,0.94129,0.89984,0.95166,0.6472,1.0941,0.51209,0.91538,0.00078715,0.00078715,0.00078715
217,6566.39,1.27756,0.65181,0.9638,0.94075,0.90707,0.95223,0.6465,1.09615,0.50796,0.91543,0.00078616,0.00078616,0.00078616
218,6596.49,1.27062,0.64771,0.95886,0.94413,0.90385,0.95406,0.64703,1.09224,0.50409,0.91238,0.00078517,0.00078517,0.00078517
219,6626.77,1.26458,0.65461,0.96019,0.93562,0.91166,0.9524,0.64618,1.10184,0.5012,0.91419,0.00078418,0.00078418,0.00078418
220,6656.85,1.26947,0.65958,0.96307,0.93706,0.90484,0.95131,0.64479,1.09352,0.50508,0.91388,0.00078319,0.00078319,0.00078319
221,6686.93,1.26766,0.65516,0.95774,0.93525,0.91121,0.95166,0.6312,1.13627,0.51715,0.92124,0.0007822,0.0007822,0.0007822
222,6717,1.27074,0.6478,0.96406,0.94008,0.9085,0.95089,0.63945,1.11194,0.50765,0.91711,0.00078121,0.00078121,0.00078121
223,6747.1,1.26926,0.65391,0.96588,0.94056,0.90778,0.95271,0.64324,1.1134,0.5092,0.9155,0.00078022,0.00078022,0.00078022
224,6777.12,1.25127,0.64631,0.95436,0.93642,0.90745,0.95204,0.63327,1.14216,0.51614,0.92019,0.00077923,0.00077923,0.00077923
225,6807.18,1.24694,0.64502,0.95031,0.9378,0.90505,0.95204,0.62641,1.16509,0.51468,0.92531,0.00077824,0.00077824,0.00077824
226,6837.24,1.27849,0.65139,0.9629,0.937,0.90762,0.95046,0.63272,1.13423,0.51057,0.92051,0.00077725,0.00077725,0.00077725
227,6867.31,1.24853,0.63393,0.95667,0.93932,0.90486,0.95279,0.65266,1.07641,0.49662,0.91021,0.00077626,0.00077626,0.00077626
228,6897.54,1.26062,0.64845,0.95512,0.93961,0.90692,0.95426,0.65167,1.07489,0.50034,0.90982,0.00077527,0.00077527,0.00077527
229,6927.58,1.24431,0.64061,0.95693,0.9441,0.90753,0.95629,0.64965,1.09912,0.50054,0.91369,0.00077428,0.00077428,0.00077428
230,6957.66,1.22616,0.63642,0.95004,0.93762,0.91435,0.95459,0.64739,1.092,0.49624,0.91366,0.00077329,0.00077329,0.00077329
231,6987.74,1.23907,0.62968,0.95012,0.94127,0.91325,0.95581,0.64199,1.10817,0.49553,0.91358,0.0007723,0.0007723,0.0007723
232,7017.81,1.26785,0.64658,0.95505,0.9448,0.91356,0.95705,0.65892,1.06301,0.48614,0.90641,0.00077131,0.00077131,0.00077131
233,7048.04,1.26239,0.64721,0.95199,0.94344,0.91763,0.95756,0.66178,1.05173,0.48166,0.90451,0.00077032,0.00077032,0.00077032
234,7078.32,1.23893,0.6295,0.95475,0.94284,0.9135,0.9573,0.66282,1.04633,0.48436,0.90199,0.00076933,0.00076933,0.00076933
235,7108.57,1.22546,0.6279,0.94587,0.94532,0.9129,0.95606,0.64385,1.11056,0.49112,0.91204,0.00076834,0.00076834,0.00076834
236,7138.59,1.21555,0.62502,0.94548,0.94405,0.91323,0.95749,0.65863,1.06512,0.48284,0.90412,0.00076735,0.00076735,0.00076735
237,7168.65,1.23112,0.62788,0.95229,0.94817,0.91543,0.95985,0.64758,1.11419,0.49213,0.91231,0.00076636,0.00076636,0.00076636
238,7198.73,1.23998,0.62985,0.9528,0.94584,0.91329,0.95769,0.65691,1.08576,0.4838,0.90775,0.00076537,0.00076537,0.00076537
239,7228.8,1.22353,0.62111,0.94256,0.9478,0.91206,0.95801,0.64687,1.11932,0.49121,0.91285,0.00076438,0.00076438,0.00076438
240,7258.87,1.23271,0.6255,0.95503,0.94807,0.91119,0.95766,0.66475,1.04839,0.47646,0.9014,0.00076339,0.00076339,0.00076339
241,7289.09,1.2134,0.6236,0.94332,0.94993,0.90954,0.95779,0.6646,1.05511,0.47689,0.90226,0.0007624,0.0007624,0.0007624
242,7319.24,1.23162,0.6261,0.95178,0.95111,0.91157,0.95818,0.66169,1.06289,0.47492,0.90282,0.00076141,0.00076141,0.00076141
243,7349.36,1.22259,0.61848,0.95005,0.94858,0.91052,0.95814,0.64391,1.12748,0.4902,0.91335,0.00076042,0.00076042,0.00076042
244,7379.42,1.22227,0.62495,0.95251,0.94976,0.91467,0.95916,0.66445,1.05904,0.47493,0.90187,0.00075943,0.00075943,0.00075943
245,7409.48,1.22839,0.62864,0.94444,0.94668,0.91616,0.95858,0.66735,1.04465,0.4724,0.89858,0.00075844,0.00075844,0.00075844
246,7439.74,1.20932,0.61378,0.94428,0.94319,0.91953,0.95913,0.65746,1.08397,0.48334,0.90495,0.00075745,0.00075745,0.00075745
247,7469.79,1.19377,0.60776,0.93932,0.94967,0.91978,0.96041,0.67271,1.033,0.46769,0.89679,0.00075646,0.00075646,0.00075646
248,7500.01,1.21594,0.61862,0.94534,0.94971,0.91696,0.96104,0.67423,1.02592,0.46664,0.89523,0.00075547,0.00075547,0.00075547
249,7530.28,1.20432,0.61187,0.94602,0.95081,0.92022,0.963,0.67154,1.04074,0.46954,0.89823,0.00075448,0.00075448,0.00075448
250,7560.35,1.19828,0.61373,0.94607,0.94991,0.91601,0.96271,0.65775,1.089,0.47774,0.906,0.00075349,0.00075349,0.00075349
251,7590.39,1.21831,0.61343,0.94314,0.95104,0.91831,0.963,0.66481,1.06283,0.46894,0.90188,0.0007525,0.0007525,0.0007525
252,7620.48,1.20153,0.60509,0.9406,0.94838,0.92059,0.963,0.68048,1.0167,0.45571,0.89398,0.00075151,0.00075151,0.00075151
253,7650.73,1.20962,0.60283,0.94724,0.94827,0.9184,0.9623,0.67649,1.01983,0.46171,0.89383,0.00075052,0.00075052,0.00075052
254,7680.85,1.1809,0.60493,0.93561,0.94605,0.92308,0.96208,0.67275,1.04312,0.46528,0.89701,0.00074953,0.00074953,0.00074953
255,7710.98,1.20999,0.61865,0.93772,0.9477,0.92545,0.96428,0.6849,1.01573,0.45593,0.89217,0.00074854,0.00074854,0.00074854
256,7741.23,1.19859,0.6104,0.93674,0.94792,0.92369,0.96374,0.67684,1.03168,0.46229,0.89479,0.00074755,0.00074755,0.00074755
257,7771.31,1.19241,0.60206,0.93376,0.95429,0.92325,0.96481,0.66934,1.06548,0.46465,0.90035,0.00074656,0.00074656,0.00074656
258,7801.42,1.19955,0.60717,0.94461,0.9483,0.92424,0.96353,0.67644,1.02665,0.45977,0.89437,0.00074557,0.00074557,0.00074557
259,7831.51,1.19987,0.60917,0.94426,0.95002,0.92117,0.96278,0.6793,1.0206,0.45869,0.89262,0.00074458,0.00074458,0.00074458
260,7861.57,1.20106,0.60918,0.944,0.95112,0.92229,0.96377,0.6833,1.00744,0.45742,0.89051,0.00074359,0.00074359,0.00074359
261,7891.6,1.18347,0.59691,0.92959,0.95115,0.92171,0.96331,0.6794,1.02243,0.45699,0.89188,0.0007426,0.0007426,0.0007426
262,7921.68,1.17217,0.59238,0.9339,0.9521,0.92857,0.96677,0.68166,1.01815,0.45487,0.8903,0.00074161,0.00074161,0.00074161
263,7951.73,1.18369,0.60871,0.93688,0.9489,0.92374,0.96367,0.68144,1.01751,0.45569,0.89181,0.00074062,0.00074062,0.00074062
264,7981.8,1.20177,0.6152,0.94135,0.95239,0.92397,0.96455,0.68486,1.00766,0.45444,0.89024,0.00073963,0.00073963,0.00073963
265,8011.84,1.19039,0.61163,0.94471,0.95624,0.92448,0.96503,0.68312,1.01052,0.4577,0.89045,0.00073864,0.00073864,0.00073864
266,8041.92,1.19944,0.61256,0.94484,0.94753,0.93096,0.9655,0.68654,0.99513,0.45584,0.88992,0.00073765,0.00073765,0.00073765
267,8072.16,1.17858,0.60199,0.93862,0.95118,0.92408,0.96501,0.68793,0.98992,0.4497,0.88847,0.00073666,0.00073666,0.00073666
268,8102.38,1.16032,0.59676,0.93382,0.95059,0.92471,0.96375,0.67376,1.0412,0.45939,0.89648,0.00073567,0.00073567,0.00073567
269,8132.43,1.16717,0.59215,0.93113,0.95378,0.92472,0.96443,0.68613,1.00781,0.44736,0.89083,0.00073468,0.00073468,0.00073468
270,8162.53,1.172,0.59569,0.93375,0.95412,0.92306,0.96568,0.67742,1.03736,0.45397,0.89494,0.00073369,0.00073369,0.00073369
271,8192.58,1.15594,0.5859,0.9331,0.95186,0.929,0.96748,0.68466,1.0142,0.44813,0.88905,0.0007327,0.0007327,0.0007327
272,8222.66,1.16968,0.5916,0.9326,0.95672,0.92326,0.96613,0.69052,0.99119,0.44285,0.88552,0.00073171,0.00073171,0.00073171
273,8252.84,1.17627,0.59001,0.93717,0.95037,0.92801,0.96526,0.69932,0.96268,0.43994,0.88205,0.00073072,0.00073072,0.00073072
274,8283.08,1.1947,0.60564,0.93681,0.94996,0.92944,0.96417,0.67214,1.05105,0.45728,0.89559,0.00072973,0.00072973,0.00072973
275,8313.15,1.16516,0.58814,0.93642,0.95037,0.93086,0.96548,0.67711,1.03263,0.45008,0.89273,0.00072874,0.00072874,0.00072874
276,8343.22,1.18455,0.60272,0.9311,0.95334,0.92846,0.96563,0.68263,1.02024,0.44849,0.89058,0.00072775,0.00072775,0.00072775
277,8373.27,1.18047,0.59791,0.93755,0.95795,0.93116,0.96854,0.70075,0.96248,0.43667,0.88095,0.00072676,0.00072676,0.00072676
278,8403.54,1.16689,0.59084,0.93519,0.95599,0.93031,0.96799,0.69682,0.97439,0.43678,0.88205,0.00072577,0.00072577,0.00072577
279,8433.66,1.15696,0.59057,0.92849,0.95669,0.9307,0.9682,0.70014,0.9726,0.43308,0.8819,0.00072478,0.00072478,0.00072478
280,8463.71,1.15377,0.5797,0.92425,0.95756,0.93261,0.96909,0.69591,0.98003,0.435,0.88285,0.00072379,0.00072379,0.00072379
281,8493.76,1.1617,0.57972,0.92783,0.95682,0.9315,0.96937,0.70048,0.96582,0.43119,0.8804,0.0007228,0.0007228,0.0007228
282,8523.87,1.13452,0.57539,0.92565,0.95751,0.93061,0.96825,0.70512,0.95346,0.42848,0.8783,0.00072181,0.00072181,0.00072181
283,8554.12,1.15014,0.57366,0.92509,0.9585,0.92743,0.96788,0.69516,0.98627,0.43644,0.88309,0.00072082,0.00072082,0.00072082
284,8584.15,1.16146,0.5926,0.93005,0.95452,0.9297,0.96775,0.70345,0.9616,0.4347,0.87931,0.00071983,0.00071983,0.00071983
285,8614.21,1.14514,0.58203,0.92531,0.9569,0.92882,0.96739,0.70899,0.9468,0.42992,0.87714,0.00071884,0.00071884,0.00071884
286,8644.46,1.15706,0.58115,0.92747,0.95447,0.93425,0.9691,0.69882,0.9767,0.43371,0.88096,0.00071785,0.00071785,0.00071785
287,8674.52,1.15726,0.57872,0.93056,0.95252,0.93557,0.96838,0.69781,0.98125,0.43465,0.88116,0.00071686,0.00071686,0.00071686
288,8704.59,1.15659,0.57926,0.93121,0.95399,0.93448,0.96906,0.70049,0.97922,0.43347,0.88059,0.00071587,0.00071587,0.00071587
289,8734.66,1.14707,0.57202,0.92874,0.95644,0.93483,0.96979,0.69868,0.98893,0.43278,0.88214,0.00071488,0.00071488,0.00071488
290,8764.76,1.13351,0.57159,0.92565,0.95662,0.93573,0.97099,0.70427,0.96221,0.42796,0.87765,0.00071389,0.00071389,0.00071389
291,8794.82,1.13323,0.57685,0.92511,0.95879,0.93569,0.97099,0.7087,0.94656,0.42352,0.87547,0.0007129,0.0007129,0.0007129
292,8825.03,1.14931,0.57782,0.92411,0.95418,0.93439,0.97011,0.69527,0.98656,0.432,0.8824,0.00071191,0.00071191,0.00071191
293,8855.11,1.14652,0.58578,0.93378,0.95273,0.93897,0.97137,0.70532,0.95592,0.42505,0.87674,0.00071092,0.00071092,0.00071092
294,8885.19,1.14728,0.57822,0.92615,0.96109,0.9342,0.97101,0.70598,0.94798,0.42408,0.87522,0.00070993,0.00070993,0.00070993
295,8915.25,1.14884,0.5755,0.9246,0.95697,0.93772,0.97081,0.70566,0.95388,0.42465,0.87535,0.00070894,0.00070894,0.00070894
296,8945.31,1.1481,0.57877,0.92748,0.95603,0.93717,0.97116,0.70528,0.9552,0.42489,0.87629,0.00070795,0.00070795,0.00070795
297,8975.36,1.14256,0.57691,0.92669,0.96131,0.93538,0.97216,0.70969,0.94098,0.42164,0.87414,0.00070696,0.00070696,0.00070696
298,9005.57,1.15315,0.57692,0.92516,0.96118,0.93551,0.97323,0.71538,0.93849,0.42005,0.8738,0.00070597,0.00070597,0.00070597
299,9035.74,1.16389,0.57484,0.9321,0.95933,0.9373,0.97095,0.7147,0.93481,0.41947,0.87338,0.00070498,0.00070498,0.00070498
300,9065.78,1.13774,0.57118,0.92466,0.9588,0.93749,0.97228,0.71772,0.92524,0.41807,0.87174,0.00070399,0.00070399,0.00070399
301,9096.04,1.12482,0.56233,0.92273,0.96039,0.93661,0.97239,0.71806,0.92162,0.41579,0.87033,0.000703,0.000703,0.000703
302,9126.25,1.11947,0.56461,0.91875,0.95739,0.93867,0.97204,0.71806,0.92563,0.41429,0.87056,0.00070201,0.00070201,0.00070201
303,9156.31,1.1407,0.57696,0.92695,0.95969,0.93789,0.97179,0.72237,0.91374,0.41256,0.86885,0.00070102,0.00070102,0.00070102
304,9186.57,1.13422,0.56914,0.92371,0.95708,0.94142,0.97297,0.72179,0.91359,0.41219,0.86916,0.00070003,0.00070003,0.00070003
305,9216.65,1.14101,0.57402,0.91981,0.96158,0.93855,0.97301,0.71791,0.91872,0.41136,0.86956,0.00069904,0.00069904,0.00069904
306,9246.71,1.14125,0.56918,0.92758,0.96313,0.93724,0.97245,0.71699,0.92499,0.41249,0.8707,0.00069805,0.00069805,0.00069805
307,9276.74,1.12364,0.56256,0.92287,0.96322,0.93865,0.97292,0.72158,0.91645,0.40975,0.86947,0.00069706,0.00069706,0.00069706
308,9306.78,1.13413,0.57012,0.92218,0.96308,0.94079,0.97369,0.72411,0.90829,0.40791,0.86775,0.00069607,0.00069607,0.00069607
309,9336.97,1.12827,0.57231,0.91497,0.96039,0.94435,0.97378,0.72286,0.90996,0.40859,0.86796,0.00069508,0.00069508,0.00069508
310,9367.05,1.11689,0.56123,0.92369,0.9649,0.94315,0.97382,0.71977,0.92535,0.41106,0.86981,0.00069409,0.00069409,0.00069409
311,9397.16,1.14349,0.57461,0.93255,0.96151,0.94013,0.97325,0.71561,0.93561,0.4124,0.87158,0.0006931,0.0006931,0.0006931
312,9427.22,1.12312,0.56026,0.92187,0.96145,0.94305,0.97322,0.7162,0.93465,0.41037,0.87161,0.00069211,0.00069211,0.00069211
313,9457.23,1.0893,0.54884,0.9145,0.96614,0.93932,0.97453,0.72114,0.91973,0.40631,0.86933,0.00069112,0.00069112,0.00069112
314,9487.38,1.1302,0.56486,0.92097,0.96538,0.94261,0.97444,0.72604,0.9114,0.40456,0.86738,0.00069013,0.00069013,0.00069013
315,9517.6,1.12306,0.5641,0.9206,0.9653,0.93906,0.97384,0.72195,0.91666,0.40629,0.86803,0.00068914,0.00068914,0.00068914
316,9547.68,1.12806,0.56551,0.92311,0.96624,0.93654,0.97277,0.72314,0.91847,0.40585,0.86871,0.00068815,0.00068815,0.00068815
317,9577.72,1.12856,0.56265,0.92111,0.9645,0.93864,0.9741,0.723,0.92409,0.40979,0.86916,0.00068716,0.00068716,0.00068716
318,9607.75,1.10005,0.55654,0.91123,0.96425,0.93867,0.97459,0.73151,0.89307,0.40217,0.86455,0.00068617,0.00068617,0.00068617
319,9638,1.09673,0.55138,0.91558,0.96152,0.9439,0.97401,0.73473,0.88243,0.39949,0.86237,0.00068518,0.00068518,0.00068518
320,9668.22,1.11496,0.55635,0.91522,0.96282,0.94333,0.97501,0.73515,0.88423,0.39888,0.86304,0.00068419,0.00068419,0.00068419
321,9698.45,1.10186,0.55441,0.91312,0.96652,0.94212,0.97591,0.73749,0.88516,0.3995,0.86289,0.0006832,0.0006832,0.0006832
322,9728.69,1.103,0.54971,0.90991,0.96353,0.94429,0.97592,0.73785,0.88178,0.39772,0.86154,0.00068221,0.00068221,0.00068221
323,9758.91,1.10321,0.55281,0.92113,0.96204,0.94198,0.97485,0.73659,0.88396,0.39665,0.86171,0.00068122,0.00068122,0.00068122
324,9788.97,1.11213,0.55377,0.91533,0.96697,0.94215,0.97464,0.73384,0.89277,0.39637,0.86263,0.00068023,0.00068023,0.00068023
325,9819,1.10741,0.54923,0.90991,0.96181,0.94391,0.97381,0.7242,0.91965,0.40142,0.8665,0.00067924,0.00067924,0.00067924
326,9849.06,1.11383,0.55897,0.91844,0.96479,0.94471,0.97492,0.72697,0.91315,0.40144,0.86514,0.00067825,0.00067825,0.00067825
327,9879.12,1.11333,0.55691,0.91795,0.96582,0.94364,0.97481,0.73081,0.8984,0.39874,0.8631,0.00067726,0.00067726,0.00067726
328,9909.19,1.09029,0.54638,0.91242,0.96495,0.94405,0.97501,0.73524,0.88158,0.3949,0.86003,0.00067627,0.00067627,0.00067627
329,9939.26,1.12047,0.56268,0.91661,0.96588,0.9421,0.97469,0.73001,0.89629,0.39822,0.8618,0.00067528,0.00067528,0.00067528
330,9969.34,1.10293,0.55562,0.91317,0.96472,0.9419,0.9741,0.73384,0.88085,0.39531,0.85962,0.00067429,0.00067429,0.00067429
331,9999.39,1.09326,0.54987,0.91047,0.96348,0.94569,0.97542,0.73434,0.8824,0.39483,0.85963,0.0006733,0.0006733,0.0006733
332,10029.4,1.08455,0.53965,0.91148,0.96339,0.94623,0.97531,0.73936,0.87055,0.39189,0.85806,0.00067231,0.00067231,0.00067231
333,10059.7,1.08351,0.53972,0.90936,0.96796,0.94282,0.97615,0.73784,0.87467,0.39154,0.85795,0.00067132,0.00067132,0.00067132
334,10089.8,1.09652,0.55205,0.91341,0.96568,0.94314,0.97498,0.73374,0.88652,0.39326,0.8596,0.00067033,0.00067033,0.00067033
335,10119.9,1.10839,0.55164,0.91551,0.96444,0.94673,0.9755,0.73561,0.885,0.39238,0.85974,0.00066934,0.00066934,0.00066934
336,10150,1.10759,0.55987,0.91921,0.96565,0.94543,0.976,0.74114,0.86793,0.38863,0.85781,0.00066835,0.00066835,0.00066835
337,10180.2,1.08438,0.54011,0.90735,0.96545,0.94487,0.97599,0.7361,0.8839,0.39093,0.85994,0.00066736,0.00066736,0.00066736
338,10210.3,1.08126,0.54004,0.91128,0.96581,0.9443,0.97624,0.73283,0.89965,0.39347,0.86169,0.00066637,0.00066637,0.00066637
339,10240.3,1.10007,0.55032,0.91713,0.96629,0.94561,0.97718,0.73824,0.88276,0.38938,0.85917,0.00066538,0.00066538,0.00066538
340,10270.4,1.09629,0.5446,0.91717,0.96654,0.94528,0.97721,0.73607,0.89025,0.3906,0.86027,0.00066439,0.00066439,0.00066439
341,10300.4,1.0863,0.54621,0.90955,0.96177,0.94894,0.97772,0.7382,0.88195,0.39014,0.85888,0.0006634,0.0006634,0.0006634
342,10330.5,1.08892,0.54717,0.91121,0.96671,0.94743,0.97802,0.73708,0.88218,0.38909,0.8588,0.00066241,0.00066241,0.00066241
343,10360.6,1.08351,0.54072,0.90933,0.96495,0.94896,0.97764,0.74137,0.86814,0.38758,0.85678,0.00066142,0.00066142,0.00066142
344,10390.8,1.08391,0.54296,0.90923,0.966,0.94919,0.9772,0.74019,0.87455,0.38675,0.85799,0.00066043,0.00066043,0.00066043
345,10420.9,1.08822,0.54173,0.91667,0.96702,0.94823,0.97779,0.74607,0.85912,0.38423,0.85591,0.00065944,0.00065944,0.00065944
346,10451.1,1.0788,0.53863,0.90983,0.9689,0.94715,0.97808,0.74617,0.85805,0.38388,0.85524,0.00065845,0.00065845,0.00065845
347,10481.3,1.08454,0.54391,0.90829,0.97135,0.94623,0.97842,0.74434,0.86309,0.3834,0.85536,0.00065746,0.00065746,0.00065746
348,10511.4,1.09251,0.54409,0.91116,0.97096,0.94567,0.97775,0.74726,0.85059,0.38162,0.85403,0.00065647,0.00065647,0.00065647
349,10541.6,1.07288,0.53631,0.90729,0.96919,0.94776,0.97831,0.74654,0.85557,0.38143,0.85463,0.00065548,0.00065548,0.00065548
350,10571.7,1.07069,0.53344,0.90982,0.96728,0.94931,0.97791,0.74586,0.85791,0.38212,0.85492,0.00065449,0.00065449,0.00065449
351,10601.8,1.06788,0.53444,0.90612,0.96823,0.95116,0.97852,0.74971,0.84514,0.37952,0.85308,0.0006535,0.0006535,0.0006535
352,10632,1.06549,0.53675,0.91232,0.96759,0.95023,0.97831,0.75159,0.83845,0.37868,0.85209,0.00065251,0.00065251,0.00065251
353,10662.2,1.0544,0.52285,0.90284,0.96949,0.95015,0.979,0.75101,0.84324,0.37779,0.85257,0.00065152,0.00065152,0.00065152
354,10692.3,1.06041,0.52912,0.90674,0.96879,0.95046,0.97883,0.75393,0.83445,0.37498,0.85129,0.00065053,0.00065053,0.00065053
355,10722.6,1.08364,0.53897,0.90778,0.97019,0.95178,0.97949,0.75375,0.83795,0.37499,0.85156,0.00064954,0.00064954,0.00064954
356,10752.6,1.08342,0.53891,0.9093,0.97159,0.95133,0.97952,0.75599,0.83111,0.3735,0.85072,0.00064855,0.00064855,0.00064855
357,10782.9,1.06619,0.53056,0.91027,0.97047,0.95178,0.97976,0.75355,0.83725,0.37588,0.8511,0.00064756,0.00064756,0.00064756
358,10812.9,1.06319,0.53241,0.90699,0.97129,0.94854,0.97931,0.75533,0.83206,0.37357,0.85058,0.00064657,0.00064657,0.00064657
359,10843,1.06103,0.52933,0.90619,0.96726,0.9515,0.97896,0.75542,0.83585,0.37346,0.85064,0.00064558,0.00064558,0.00064558
360,10873,1.05756,0.52225,0.90309,0.9672,0.9532,0.97916,0.75496,0.83765,0.37286,0.85072,0.00064459,0.00064459,0.00064459
361,10903.1,1.06127,0.5264,0.90416,0.96949,0.95275,0.97929,0.75356,0.83892,0.37221,0.85083,0.0006436,0.0006436,0.0006436
362,10933.1,1.05332,0.52045,0.90503,0.9687,0.954,0.97903,0.75181,0.8462,0.37382,0.85172,0.00064261,0.00064261,0.00064261
363,10963.2,1.0494,0.5167,0.90619,0.97003,0.95203,0.97917,0.75438,0.83891,0.37243,0.85078,0.00064162,0.00064162,0.00064162
364,10993.2,1.04386,0.51446,0.89907,0.96913,0.9553,0.97947,0.75555,0.83642,0.37105,0.84994,0.00064063,0.00064063,0.00064063
365,11023.3,1.05838,0.52488,0.90092,0.9691,0.95601,0.98005,0.75717,0.82983,0.36898,0.84852,0.00063964,0.00063964,0.00063964
366,11053.5,1.03393,0.51547,0.90193,0.97033,0.9551,0.98102,0.76003,0.82106,0.36676,0.847,0.00063865,0.00063865,0.00063865
