epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
367,11083.7,1.02894,0.51069,0.89821,0.96958,0.95611,0.98077,0.75914,0.82454,0.36678,0.84722,0.00063766,0.00063766,0.00063766
368,11113.8,1.0472,0.52405,0.89783,0.96906,0.95679,0.98105,0.7589,0.82645,0.36737,0.84766,0.00063667,0.00063667,0.00063667
369,11143.8,1.04833,0.52284,0.89773,0.96929,0.95601,0.98086,0.76095,0.81909,0.3659,0.8465,0.00063568,0.00063568,0.00063568
370,11174,1.04653,0.51941,0.90414,0.968,0.95763,0.98097,0.76284,0.81599,0.3648,0.84575,0.00063469,0.00063469,0.00063469
371,11204.3,1.03278,0.51462,0.89783,0.9693,0.95439,0.98107,0.76462,0.81278,0.36376,0.84507,0.0006337,0.0006337,0.0006337
372,11234.5,1.05868,0.53195,0.90928,0.96855,0.95337,0.98105,0.76559,0.81219,0.3627,0.84501,0.00063271,0.00063271,0.00063271
373,11264.7,1.03164,0.51557,0.89718,0.97071,0.95333,0.98115,0.76113,0.83028,0.36546,0.84713,0.00063172,0.00063172,0.00063172
374,11294.7,1.04374,0.52106,0.90115,0.97069,0.95468,0.98108,0.76227,0.82498,0.36458,0.84663,0.00063073,0.00063073,0.00063073
375,11324.8,1.05833,0.52752,0.90298,0.96866,0.95551,0.98136,0.76326,0.82444,0.36431,0.84636,0.00062974,0.00062974,0.00062974
376,11354.8,1.04019,0.51943,0.90092,0.97035,0.95435,0.98139,0.76394,0.8203,0.36391,0.84592,0.00062875,0.00062875,0.00062875
377,11384.9,1.03242,0.51261,0.8929,0.97309,0.95319,0.98152,0.76551,0.81096,0.36237,0.84479,0.00062776,0.00062776,0.00062776
378,11414.9,1.03856,0.5126,0.89668,0.97092,0.95526,0.98167,0.76515,0.81504,0.36313,0.84532,0.00062677,0.00062677,0.00062677
379,11445,1.02922,0.51077,0.89726,0.97246,0.95438,0.98192,0.76517,0.81241,0.36173,0.84511,0.00062578,0.00062578,0.00062578
380,11475,1.01925,0.50611,0.89562,0.97257,0.95491,0.98193,0.76849,0.80357,0.35924,0.84363,0.00062479,0.00062479,0.00062479
381,11505.2,1.02192,0.50111,0.89818,0.97516,0.95426,0.98213,0.7688,0.80673,0.36002,0.84389,0.0006238,0.0006238,0.0006238
382,11535.4,1.0324,0.51899,0.90128,0.9728,0.95493,0.98208,0.76914,0.80369,0.3594,0.84338,0.00062281,0.00062281,0.00062281
383,11565.6,1.03927,0.51359,0.90062,0.97147,0.95372,0.98184,0.76827,0.80898,0.36053,0.8439,0.00062182,0.00062182,0.00062182
384,11595.7,1.02722,0.5108,0.90098,0.97101,0.95614,0.98259,0.76933,0.80659,0.36013,0.8437,0.00062083,0.00062083,0.00062083
385,11626,1.04404,0.51908,0.89636,0.97145,0.95531,0.98217,0.77229,0.79697,0.358,0.8423,0.00061984,0.00061984,0.00061984
386,11656.2,1.02464,0.514,0.894,0.96903,0.95802,0.98252,0.771,0.8015,0.35729,0.84269,0.00061885,0.00061885,0.00061885
387,11686.3,1.02121,0.51068,0.89598,0.96698,0.95937,0.98207,0.76876,0.80493,0.3574,0.84294,0.00061786,0.00061786,0.00061786
388,11716.4,1.04432,0.5244,0.89983,0.96782,0.95916,0.98194,0.77017,0.80449,0.35666,0.84258,0.00061687,0.00061687,0.00061687
389,11746.4,1.02825,0.5055,0.89492,0.96886,0.95647,0.98165,0.76805,0.81044,0.35835,0.84291,0.00061588,0.00061588,0.00061588
390,11776.5,1.044,0.51823,0.89906,0.97039,0.95655,0.98215,0.76969,0.8011,0.35626,0.84163,0.00061489,0.00061489,0.00061489
391,11806.6,1.04288,0.51899,0.90479,0.97122,0.95602,0.9821,0.77235,0.79379,0.35559,0.84061,0.0006139,0.0006139,0.0006139
392,11836.8,1.02873,0.50697,0.89949,0.97217,0.95629,0.98211,0.77418,0.79096,0.3554,0.84046,0.00061291,0.00061291,0.00061291
393,11867,1.03021,0.51523,0.9009,0.97195,0.95591,0.98218,0.77712,0.78421,0.35336,0.83959,0.00061192,0.00061192,0.00061192
394,11897.2,1.02044,0.51208,0.89534,0.97206,0.95563,0.98169,0.77577,0.78645,0.35367,0.8398,0.00061093,0.00061093,0.00061093
395,11927.3,1.04983,0.52191,0.89909,0.97133,0.95569,0.98178,0.77767,0.78098,0.35326,0.83906,0.00060994,0.00060994,0.00060994
396,11957.5,1.0149,0.50045,0.89365,0.96893,0.9593,0.98194,0.77507,0.79045,0.35467,0.84027,0.00060895,0.00060895,0.00060895
397,11987.6,1.00216,0.49551,0.89267,0.96897,0.9584,0.98178,0.77662,0.78126,0.35143,0.83887,0.00060796,0.00060796,0.00060796
398,12017.6,1.03314,0.5102,0.90368,0.97276,0.95674,0.98253,0.7764,0.78416,0.35111,0.83913,0.00060697,0.00060697,0.00060697
399,12047.7,1.00142,0.49943,0.89344,0.97114,0.95993,0.98241,0.77784,0.77646,0.3493,0.83799,0.00060598,0.00060598,0.00060598
400,12077.9,1.03531,0.51198,0.90116,0.97095,0.96025,0.98255,0.77839,0.77679,0.34931,0.8381,0.00060499,0.00060499,0.00060499
401,12108.1,1.02469,0.50374,0.89786,0.97132,0.96044,0.98265,0.7775,0.77788,0.35008,0.83828,0.000604,0.000604,0.000604
402,12138.1,1.01512,0.5035,0.89023,0.97277,0.95983,0.98277,0.77255,0.79471,0.35201,0.84026,0.00060301,0.00060301,0.00060301
403,12168.2,1.02,0.51011,0.89928,0.97437,0.95863,0.98267,0.77155,0.80086,0.35333,0.84088,0.00060202,0.00060202,0.00060202
404,12198.2,1.01774,0.50522,0.89357,0.97351,0.95929,0.98278,0.77427,0.79397,0.35187,0.83982,0.00060103,0.00060103,0.00060103
405,12228.2,1.00202,0.49843,0.89096,0.9711,0.96122,0.98315,0.77691,0.78278,0.3497,0.83834,0.00060004,0.00060004,0.00060004
406,12258.3,1.00899,0.49821,0.89627,0.9739,0.95986,0.98339,0.77829,0.77932,0.34804,0.83794,0.00059905,0.00059905,0.00059905
407,12288.6,1.00698,0.50505,0.89026,0.97264,0.96181,0.98288,0.77878,0.77715,0.3471,0.83773,0.00059806,0.00059806,0.00059806
408,12318.8,1.01669,0.50177,0.89741,0.97261,0.96218,0.98287,0.7801,0.77559,0.34673,0.8373,0.00059707,0.00059707,0.00059707
409,12349,1.01399,0.50323,0.89855,0.97228,0.9628,0.98277,0.78033,0.77581,0.34681,0.8371,0.00059608,0.00059608,0.00059608
410,12379.3,1.01699,0.51112,0.89665,0.97275,0.96121,0.98293,0.78045,0.77561,0.3468,0.83689,0.00059509,0.00059509,0.00059509
411,12409.5,1.01687,0.50602,0.89285,0.97221,0.96112,0.98254,0.78189,0.77215,0.34608,0.83653,0.0005941,0.0005941,0.0005941
412,12439.7,1.00456,0.49088,0.89327,0.9724,0.96108,0.98301,0.78233,0.7707,0.34514,0.83617,0.00059311,0.00059311,0.00059311
413,12470,1.00846,0.50215,0.89364,0.972,0.96195,0.98332,0.78328,0.76657,0.34467,0.83553,0.00059212,0.00059212,0.00059212
414,12500.3,0.99186,0.48832,0.88822,0.97451,0.96083,0.9833,0.78439,0.76421,0.34417,0.83515,0.00059113,0.00059113,0.00059113
415,12530.5,1.00365,0.49645,0.89392,0.97507,0.95993,0.98331,0.78313,0.76881,0.34469,0.83562,0.00059014,0.00059014,0.00059014
416,12560.5,0.99884,0.49636,0.88756,0.9738,0.96202,0.98331,0.7842,0.76588,0.34359,0.83511,0.00058915,0.00058915,0.00058915
417,12590.5,1.01079,0.5034,0.88737,0.97284,0.96435,0.98364,0.78556,0.76257,0.34258,0.83441,0.00058816,0.00058816,0.00058816
418,12620.8,1.01056,0.49741,0.89422,0.97198,0.96327,0.98384,0.78509,0.76133,0.34284,0.83433,0.00058717,0.00058717,0.00058717
419,12650.8,0.99577,0.48899,0.88756,0.97128,0.96529,0.98372,0.78563,0.76196,0.34249,0.83433,0.00058618,0.00058618,0.00058618
420,12681.1,0.98338,0.48432,0.88617,0.97088,0.96406,0.98355,0.78747,0.75529,0.34019,0.83339,0.00058519,0.00058519,0.00058519
421,12711.3,1.00664,0.50308,0.89265,0.97264,0.9629,0.98372,0.78747,0.75578,0.34042,0.83347,0.0005842,0.0005842,0.0005842
422,12741.5,0.9926,0.49608,0.89377,0.97052,0.96546,0.98382,0.78599,0.76094,0.34139,0.83404,0.00058321,0.00058321,0.00058321
423,12771.6,1.00038,0.49316,0.89059,0.97067,0.96514,0.98361,0.78725,0.75849,0.34069,0.83361,0.00058222,0.00058222,0.00058222
424,12801.7,0.98736,0.48985,0.88407,0.97088,0.96624,0.98389,0.78789,0.7575,0.34036,0.83349,0.00058123,0.00058123,0.00058123
425,12831.9,0.9971,0.49088,0.88678,0.97441,0.96426,0.98407,0.78781,0.7595,0.34022,0.83364,0.00058024,0.00058024,0.00058024
426,12862,0.98377,0.48643,0.88925,0.97411,0.9633,0.98423,0.78922,0.75469,0.33912,0.83305,0.00057925,0.00057925,0.00057925
427,12892.2,0.99738,0.48855,0.88869,0.97352,0.96388,0.98417,0.79054,0.74956,0.33865,0.83234,0.00057826,0.00057826,0.00057826
428,12922.4,0.98861,0.48725,0.88625,0.97296,0.96451,0.98418,0.79043,0.75011,0.33829,0.83237,0.00057727,0.00057727,0.00057727
429,12952.5,0.979,0.47912,0.88589,0.97205,0.96504,0.98406,0.79157,0.74745,0.33706,0.83206,0.00057628,0.00057628,0.00057628
430,12982.8,0.98753,0.48821,0.88448,0.97307,0.96415,0.98395,0.7917,0.74574,0.33632,0.83171,0.00057529,0.00057529,0.00057529
431,13012.9,0.98238,0.48158,0.88712,0.97443,0.96443,0.98424,0.79314,0.74442,0.33594,0.8314,0.0005743,0.0005743,0.0005743
432,13043.1,0.98324,0.48844,0.8836,0.9744,0.96441,0.98428,0.79409,0.74326,0.33534,0.83113,0.00057331,0.00057331,0.00057331
433,13073.4,0.97804,0.48654,0.88403,0.97481,0.96437,0.98454,0.79364,0.74406,0.33519,0.83107,0.00057232,0.00057232,0.00057232
434,13103.4,0.97919,0.48428,0.88226,0.97443,0.96553,0.98458,0.79239,0.74822,0.3357,0.83143,0.00057133,0.00057133,0.00057133
435,13133.5,1.00467,0.49331,0.88772,0.9741,0.96616,0.98456,0.79379,0.74358,0.33496,0.83077,0.00057034,0.00057034,0.00057034
436,13163.5,0.98467,0.48254,0.8826,0.97398,0.96514,0.98451,0.79365,0.74404,0.33488,0.83076,0.00056935,0.00056935,0.00056935
437,13193.6,0.95688,0.46909,0.87986,0.97449,0.9649,0.98452,0.79495,0.74051,0.3339,0.8303,0.00056836,0.00056836,0.00056836
438,13223.8,0.96186,0.46936,0.8852,0.97401,0.9651,0.98463,0.79566,0.73914,0.3329,0.83013,0.00056737,0.00056737,0.00056737
439,13254.1,0.98885,0.49126,0.88622,0.97315,0.96617,0.98459,0.79596,0.73883,0.33287,0.83002,0.00056638,0.00056638,0.00056638
440,13284.3,0.98932,0.48749,0.88623,0.97406,0.96507,0.98436,0.79744,0.73335,0.33157,0.82931,0.00056539,0.00056539,0.00056539
441,13314.5,0.96084,0.47541,0.88326,0.9745,0.96546,0.98464,0.79655,0.73261,0.33098,0.82909,0.0005644,0.0005644,0.0005644
442,13344.6,0.97418,0.47877,0.88149,0.97436,0.96563,0.98487,0.79407,0.74084,0.33211,0.82997,0.00056341,0.00056341,0.00056341
443,13374.7,0.95784,0.46764,0.87784,0.97383,0.96667,0.98501,0.79514,0.73787,0.33163,0.8296,0.00056242,0.00056242,0.00056242
444,13404.7,0.95582,0.46978,0.8801,0.97387,0.96701,0.98516,0.79699,0.73217,0.33018,0.82881,0.00056143,0.00056143,0.00056143
445,13434.8,0.98513,0.48419,0.88755,0.97411,0.96713,0.98504,0.798,0.7296,0.32942,0.82845,0.00056044,0.00056044,0.00056044
446,13465,0.98567,0.48101,0.88818,0.97414,0.9679,0.98506,0.79968,0.72334,0.32858,0.82766,0.00055945,0.00055945,0.00055945
447,13495.2,0.97118,0.47159,0.88221,0.97443,0.96832,0.98503,0.80097,0.72046,0.32811,0.82726,0.00055846,0.00055846,0.00055846
448,13525.5,0.96838,0.47862,0.88154,0.9746,0.9675,0.98504,0.80214,0.718,0.32754,0.82692,0.00055747,0.00055747,0.00055747
449,13555.8,0.95896,0.47567,0.87743,0.97465,0.96697,0.98507,0.80278,0.71475,0.32664,0.82643,0.00055648,0.00055648,0.00055648
450,13586,0.95891,0.47666,0.88084,0.97492,0.96758,0.98531,0.8017,0.71799,0.32718,0.82669,0.00055549,0.00055549,0.00055549
451,13616.1,0.95833,0.46794,0.87659,0.97534,0.96751,0.98532,0.80288,0.71367,0.32604,0.82623,0.0005545,0.0005545,0.0005545
452,13646.3,0.96152,0.47375,0.87825,0.97608,0.96638,0.98538,0.80317,0.71287,0.32613,0.82595,0.00055351,0.00055351,0.00055351
453,13676.6,0.95058,0.46631,0.87711,0.97673,0.967,0.98555,0.80287,0.71651,0.32627,0.82626,0.00055252,0.00055252,0.00055252
454,13706.6,0.94697,0.46804,0.87664,0.97561,0.96679,0.98553,0.80324,0.71742,0.32588,0.82631,0.00055153,0.00055153,0.00055153
455,13736.8,0.97699,0.47419,0.88324,0.97676,0.96631,0.98544,0.8027,0.7184,0.32593,0.8263,0.00055054,0.00055054,0.00055054
456,13766.9,0.95367,0.46784,0.88079,0.97668,0.96552,0.98542,0.80333,0.71511,0.32479,0.82586,0.00054955,0.00054955,0.00054955
457,13797.1,0.95184,0.4708,0.88057,0.97744,0.96611,0.9856,0.80501,0.71006,0.32365,0.82534,0.00054856,0.00054856,0.00054856
458,13827.3,0.95012,0.46915,0.87775,0.97675,0.96726,0.98567,0.80516,0.70939,0.32348,0.82513,0.00054757,0.00054757,0.00054757
459,13857.5,0.96012,0.47714,0.8832,0.97462,0.96966,0.98581,0.80459,0.71142,0.32372,0.82525,0.00054658,0.00054658,0.00054658
460,13887.5,0.95915,0.47487,0.88227,0.97448,0.96994,0.98583,0.80406,0.71563,0.32476,0.82578,0.00054559,0.00054559,0.00054559
461,13917.6,0.95994,0.47675,0.87787,0.97468,0.97024,0.98582,0.80404,0.71443,0.32509,0.82564,0.0005446,0.0005446,0.0005446
462,13947.6,0.95737,0.46809,0.88203,0.9757,0.9701,0.98625,0.80502,0.71177,0.32388,0.82531,0.00054361,0.00054361,0.00054361
463,13977.7,0.96817,0.47756,0.88199,0.97693,0.9699,0.98634,0.80508,0.7103,0.32348,0.825,0.00054262,0.00054262,0.00054262
464,14007.9,0.95203,0.46978,0.88355,0.97689,0.97029,0.98628,0.80502,0.71144,0.32311,0.82504,0.00054163,0.00054163,0.00054163
465,14038,0.94482,0.46609,0.88042,0.97799,0.96905,0.98625,0.80412,0.71246,0.32376,0.82502,0.00054064,0.00054064,0.00054064
466,14068,0.95606,0.47425,0.88215,0.97819,0.96957,0.98629,0.80552,0.70991,0.32285,0.82468,0.00053965,0.00053965,0.00053965
467,14098.2,0.94113,0.47383,0.8755,0.97853,0.96918,0.98643,0.80498,0.70978,0.32226,0.82463,0.00053866,0.00053866,0.00053866
468,14128.3,0.94132,0.46852,0.8778,0.97788,0.9696,0.98641,0.8061,0.70671,0.32168,0.82424,0.00053767,0.00053767,0.00053767
469,14158.5,0.96312,0.47504,0.88405,0.97756,0.97036,0.98637,0.80634,0.70496,0.32117,0.82394,0.00053668,0.00053668,0.00053668
470,14188.7,0.96898,0.47834,0.87738,0.97666,0.97179,0.98641,0.8068,0.7043,0.3206,0.82386,0.00053569,0.00053569,0.00053569
471,14218.9,0.97204,0.47647,0.88377,0.97849,0.96988,0.9863,0.80715,0.70307,0.3205,0.82369,0.0005347,0.0005347,0.0005347
472,14249.2,0.94897,0.473,0.87706,0.97871,0.96964,0.98645,0.8073,0.70166,0.3199,0.82332,0.00053371,0.00053371,0.00053371
473,14279.4,0.95251,0.47003,0.87873,0.9785,0.96955,0.98648,0.8072,0.70337,0.32043,0.82342,0.00053272,0.00053272,0.00053272
474,14309.5,0.93323,0.4539,0.873,0.97867,0.97063,0.98648,0.80685,0.70482,0.3201,0.8235,0.00053173,0.00053173,0.00053173
475,14339.5,0.95938,0.46696,0.88198,0.97894,0.97099,0.98653,0.80681,0.70469,0.31945,0.82349,0.00053074,0.00053074,0.00053074
476,14369.6,0.94857,0.46589,0.87822,0.9784,0.97183,0.98651,0.80812,0.70108,0.31884,0.82301,0.00052975,0.00052975,0.00052975
477,14399.7,0.92439,0.45529,0.87522,0.97851,0.97164,0.98645,0.80897,0.70049,0.31821,0.82285,0.00052876,0.00052876,0.00052876
478,14430,0.93993,0.46269,0.87312,0.97986,0.97043,0.98653,0.80938,0.69942,0.3182,0.82278,0.00052777,0.00052777,0.00052777
479,14460.2,0.94135,0.47126,0.87281,0.98026,0.96999,0.98687,0.80978,0.69844,0.31812,0.82255,0.00052678,0.00052678,0.00052678
480,14490.4,0.94765,0.46271,0.87389,0.97979,0.97,0.98712,0.81042,0.69591,0.31718,0.82218,0.00052579,0.00052579,0.00052579
481,14520.6,0.92872,0.46356,0.86967,0.98051,0.96991,0.98731,0.81049,0.6955,0.31679,0.82215,0.0005248,0.0005248,0.0005248
482,14550.8,0.93987,0.46674,0.87519,0.98058,0.96926,0.98694,0.81071,0.69636,0.3168,0.82213,0.00052381,0.00052381,0.00052381
483,14581.1,0.93991,0.46162,0.87533,0.98039,0.96948,0.98728,0.81149,0.69573,0.31671,0.82206,0.00052282,0.00052282,0.00052282
484,14611.3,0.9287,0.45468,0.87772,0.98045,0.9701,0.98794,0.81182,0.69417,0.31655,0.82178,0.00052183,0.00052183,0.00052183
485,14641.5,0.92141,0.4567,0.86937,0.97995,0.97096,0.98762,0.81286,0.69349,0.31581,0.82151,0.00052084,0.00052084,0.00052084
486,14671.7,0.9402,0.46369,0.87976,0.98079,0.97042,0.98771,0.81348,0.69199,0.31513,0.82122,0.00051985,0.00051985,0.00051985
487,14702,0.93363,0.46116,0.87352,0.98026,0.97021,0.98698,0.81361,0.69035,0.31455,0.82089,0.00051886,0.00051886,0.00051886
488,14732.2,0.93897,0.46557,0.87694,0.98004,0.97025,0.98751,0.81428,0.68934,0.31407,0.82078,0.00051787,0.00051787,0.00051787
489,14762.4,0.93697,0.46273,0.87372,0.97943,0.97071,0.9878,0.81418,0.68794,0.31441,0.82051,0.00051688,0.00051688,0.00051688
490,14792.5,0.93495,0.45798,0.87396,0.97942,0.97038,0.98778,0.81465,0.68678,0.31383,0.82034,0.00051589,0.00051589,0.00051589
491,14822.6,0.9256,0.45546,0.87463,0.98002,0.97067,0.98823,0.81475,0.68769,0.31394,0.82042,0.0005149,0.0005149,0.0005149
492,14852.8,0.93982,0.46169,0.87614,0.9789,0.97114,0.98784,0.81391,0.69011,0.31383,0.82062,0.00051391,0.00051391,0.00051391
493,14882.9,0.93723,0.46235,0.87456,0.9793,0.97106,0.98777,0.81463,0.68922,0.31361,0.8204,0.00051292,0.00051292,0.00051292
494,14912.9,0.921,0.45653,0.87385,0.97922,0.9713,0.98786,0.81631,0.68457,0.31276,0.81974,0.00051193,0.00051193,0.00051193
495,14943.2,0.93748,0.46051,0.87694,0.97955,0.97092,0.98774,0.81683,0.68211,0.3122,0.81946,0.00051094,0.00051094,0.00051094
496,14973.5,0.93793,0.46449,0.87562,0.98011,0.97051,0.98814,0.81716,0.68061,0.31187,0.81931,0.00050995,0.00050995,0.00050995
497,15003.7,0.92606,0.45544,0.8719,0.97954,0.97199,0.98908,0.81867,0.67742,0.31114,0.81891,0.00050896,0.00050896,0.00050896
498,15034,0.93026,0.46034,0.87168,0.97949,0.97109,0.98814,0.81876,0.67602,0.31122,0.81869,0.00050797,0.00050797,0.00050797
499,15064,0.9373,0.46092,0.87394,0.98082,0.97054,0.98822,0.81923,0.67547,0.31093,0.81858,0.00050698,0.00050698,0.00050698
500,15094.3,0.93419,0.45604,0.87311,0.98114,0.97028,0.98814,0.8187,0.67671,0.311,0.81864,0.00050599,0.00050599,0.00050599
501,15124.3,0.91008,0.45068,0.86777,0.9819,0.96952,0.98816,0.81894,0.6757,0.3105,0.81838,0.000505,0.000505,0.000505
502,15154.4,0.93375,0.45901,0.8737,0.98065,0.97089,0.98817,0.81977,0.67418,0.31033,0.81819,0.00050401,0.00050401,0.00050401
503,15184.6,0.92493,0.45299,0.87217,0.97963,0.97127,0.98815,0.82021,0.67278,0.31,0.81795,0.00050302,0.00050302,0.00050302
504,15214.8,0.90001,0.4439,0.86705,0.97953,0.97196,0.98826,0.81994,0.67056,0.30947,0.81764,0.00050203,0.00050203,0.00050203
505,15244.8,0.90782,0.4487,0.86949,0.97925,0.97205,0.98828,0.82045,0.66968,0.30895,0.81748,0.00050104,0.00050104,0.00050104
506,15275.1,0.91207,0.44765,0.87101,0.97979,0.97214,0.98876,0.82038,0.67132,0.30909,0.8176,0.00050005,0.00050005,0.00050005
507,15305.2,0.91182,0.44868,0.87084,0.97933,0.97312,0.98874,0.82116,0.66901,0.30847,0.81729,0.00049906,0.00049906,0.00049906
508,15335.4,0.91328,0.45128,0.87114,0.97981,0.97258,0.98868,0.82094,0.66827,0.30797,0.81722,0.00049807,0.00049807,0.00049807
509,15365.5,0.91482,0.44666,0.86779,0.97976,0.97224,0.98838,0.82111,0.66776,0.30758,0.81719,0.00049708,0.00049708,0.00049708
510,15395.5,0.93561,0.46018,0.87524,0.9789,0.9729,0.98827,0.82095,0.66853,0.30761,0.81722,0.00049609,0.00049609,0.00049609
511,15425.6,0.90613,0.44807,0.86899,0.97907,0.97258,0.988,0.82091,0.6691,0.30734,0.8172,0.0004951,0.0004951,0.0004951
512,15455.6,0.91493,0.45093,0.86867,0.9781,0.97351,0.98803,0.82141,0.66756,0.30704,0.81691,0.00049411,0.00049411,0.00049411
513,15485.9,0.90479,0.44775,0.87198,0.97899,0.97259,0.98827,0.82167,0.66669,0.30693,0.81679,0.00049312,0.00049312,0.00049312
514,15516.1,0.90436,0.44585,0.87013,0.97939,0.97267,0.98852,0.82156,0.66653,0.30675,0.81677,0.00049213,0.00049213,0.00049213
515,15546.1,0.88395,0.43948,0.86274,0.98112,0.97111,0.98832,0.82178,0.66568,0.30633,0.8166,0.00049114,0.00049114,0.00049114
516,15576.3,0.91637,0.44755,0.86997,0.98083,0.97169,0.98828,0.8221,0.66494,0.30648,0.81645,0.00049015,0.00049015,0.00049015
517,15606.5,0.9199,0.45416,0.87268,0.97981,0.9729,0.98859,0.82239,0.66493,0.30612,0.81637,0.00048916,0.00048916,0.00048916
518,15636.7,0.91385,0.44637,0.87421,0.98015,0.97295,0.98893,0.82274,0.66502,0.3057,0.81634,0.00048817,0.00048817,0.00048817
519,15667,0.91809,0.45102,0.87528,0.98063,0.9729,0.989,0.82272,0.66532,0.30568,0.81638,0.00048718,0.00048718,0.00048718
520,15697,0.89921,0.43979,0.8673,0.97996,0.97349,0.98861,0.82341,0.66429,0.30534,0.81626,0.00048619,0.00048619,0.00048619
521,15727.2,0.89819,0.44564,0.86498,0.97951,0.9735,0.98868,0.82306,0.66519,0.30533,0.81631,0.0004852,0.0004852,0.0004852
522,15757.3,0.91022,0.44824,0.86819,0.97907,0.97399,0.98933,0.82342,0.66487,0.3052,0.81625,0.00048421,0.00048421,0.00048421
523,15787.5,0.89684,0.43982,0.86828,0.97947,0.97367,0.98934,0.82328,0.66496,0.30456,0.81629,0.00048322,0.00048322,0.00048322
524,15817.5,0.89615,0.44522,0.87234,0.98015,0.97293,0.98953,0.823,0.66464,0.3045,0.81625,0.00048223,0.00048223,0.00048223
525,15847.5,0.91832,0.44889,0.8735,0.98034,0.97343,0.99099,0.82339,0.66428,0.30409,0.81614,0.00048124,0.00048124,0.00048124
526,15877.8,0.88068,0.43562,0.86482,0.97992,0.97407,0.9898,0.82441,0.66299,0.30363,0.81593,0.00048025,0.00048025,0.00048025
527,15908,0.90353,0.44701,0.86656,0.9799,0.97423,0.98988,0.8242,0.6638,0.3036,0.81603,0.00047926,0.00047926,0.00047926
528,15938,0.88639,0.43628,0.86141,0.98006,0.97436,0.98987,0.82451,0.66244,0.30351,0.8159,0.00047827,0.00047827,0.00047827
529,15968.3,0.88162,0.43231,0.86025,0.98114,0.97291,0.98956,0.82488,0.66177,0.30309,0.81579,0.00047728,0.00047728,0.00047728
530,15998.5,0.88611,0.43568,0.86575,0.98095,0.97319,0.98962,0.82508,0.66059,0.30261,0.81565,0.00047629,0.00047629,0.00047629
531,16028.7,0.901,0.4391,0.86779,0.98016,0.97369,0.99102,0.82618,0.65882,0.30231,0.81544,0.0004753,0.0004753,0.0004753
532,16058.9,0.86971,0.43394,0.85891,0.98048,0.97337,0.98969,0.82571,0.65822,0.30216,0.81536,0.00047431,0.00047431,0.00047431
533,16088.9,0.88293,0.43876,0.86591,0.98139,0.9732,0.99022,0.82595,0.65773,0.30155,0.81526,0.00047332,0.00047332,0.00047332
534,16119,0.88366,0.43729,0.86971,0.98105,0.97324,0.98984,0.82654,0.65741,0.30157,0.81517,0.00047233,0.00047233,0.00047233
535,16149.3,0.88749,0.44236,0.86143,0.98076,0.97363,0.98989,0.82699,0.65704,0.3015,0.81507,0.00047134,0.00047134,0.00047134
536,16179.5,0.89148,0.44258,0.86624,0.98093,0.97318,0.98997,0.82741,0.65567,0.30085,0.8149,0.00047035,0.00047035,0.00047035
537,16209.7,0.87393,0.42993,0.85998,0.98186,0.97297,0.99006,0.82742,0.65575,0.30063,0.81493,0.00046936,0.00046936,0.00046936
538,16239.9,0.89717,0.44146,0.86602,0.98161,0.9733,0.99011,0.82798,0.65509,0.30028,0.81475,0.00046837,0.00046837,0.00046837
539,16270.1,0.88592,0.43964,0.8625,0.98155,0.97346,0.99003,0.82813,0.65461,0.30019,0.8146,0.00046738,0.00046738,0.00046738
540,16300.3,0.87534,0.43269,0.86279,0.98127,0.97323,0.99122,0.82834,0.65466,0.30023,0.81459,0.00046639,0.00046639,0.00046639
541,16330.6,0.88987,0.4374,0.8676,0.98108,0.97332,0.99008,0.82907,0.65252,0.29937,0.81428,0.0004654,0.0004654,0.0004654
542,16360.8,0.8882,0.44228,0.8695,0.98096,0.97308,0.99,0.82916,0.65251,0.29877,0.81418,0.00046441,0.00046441,0.00046441
543,16391,0.89395,0.44215,0.86553,0.98146,0.97256,0.99006,0.829,0.65345,0.29919,0.81426,0.00046342,0.00046342,0.00046342
544,16421,0.87416,0.43739,0.86141,0.98124,0.9728,0.99003,0.82967,0.65208,0.29881,0.81402,0.00046243,0.00046243,0.00046243
545,16451.2,0.88366,0.43616,0.86404,0.98148,0.97245,0.99001,0.82991,0.6519,0.29891,0.81395,0.00046144,0.00046144,0.00046144
546,16481.5,0.88036,0.43231,0.86536,0.98125,0.97239,0.99002,0.83011,0.65227,0.29869,0.81402,0.00046045,0.00046045,0.00046045
547,16511.7,0.88078,0.43084,0.86629,0.98166,0.97253,0.99005,0.83023,0.65164,0.29822,0.8139,0.00045946,0.00045946,0.00045946
548,16541.9,0.88081,0.43074,0.86238,0.98158,0.97293,0.99016,0.83054,0.65012,0.29785,0.81367,0.00045847,0.00045847,0.00045847
549,16572.2,0.89196,0.43498,0.86687,0.98215,0.97238,0.99013,0.83046,0.65015,0.29765,0.81366,0.00045748,0.00045748,0.00045748
550,16602.3,0.88339,0.43584,0.85983,0.97905,0.97672,0.99024,0.83088,0.64905,0.29753,0.81349,0.00045649,0.00045649,0.00045649
551,16632.4,0.86934,0.42875,0.86526,0.97886,0.97679,0.9902,0.8308,0.64847,0.29738,0.81347,0.0004555,0.0004555,0.0004555
552,16662.5,0.87888,0.43674,0.86655,0.97871,0.97693,0.99028,0.8306,0.64824,0.29712,0.8134,0.00045451,0.00045451,0.00045451
